Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0001933	negative regulation of protein phosphorylation	 	1.229E-7	4.431E-4	4.431E-4	3.885E-3	15	390	NPPA,CEBPA,PYDC1,KIRREL2,TRIM27,BDKRB2,NR2F2,TWIST1,MET,RASIP1,TRIB3,PKIA,PRKCD,IL1B,PID1
GO: Biological Process	GO:0031400	negative regulation of protein modification process	 	2.479E-7	8.935E-4	4.467E-4	3.917E-3	18	598	NPPA,CEBPA,PYDC1,KIRREL2,TRIM27,BDKRB2,NR2F2,PPP4R4,TWIST1,MET,RASIP1,TRIB3,ISG15,PKIA,PRKCD,IL1B,ATP2B4,PID1
GO: Biological Process	GO:0042326	negative regulation of phosphorylation	 	6.435E-7	2.320E-3	7.733E-4	6.780E-3	15	444	NPPA,CEBPA,PYDC1,KIRREL2,TRIM27,BDKRB2,NR2F2,TWIST1,MET,RASIP1,TRIB3,PKIA,PRKCD,IL1B,PID1
GO: Biological Process	GO:0006952	defense response	 	1.291E-6	4.654E-3	1.164E-3	1.020E-2	31	1743	NPPA,KLK7,HTR1A,CEBPA,CYP26B1,DHX58,HTR2C,CAMK2D,STYK1,PTGES,CASP1,CASP5,PYDC1,TRIM27,PTGER3,PTGER4,SLA,BDKRB2,F12,CFD,OPTN,CD8A,ISG15,C1R,C1S,PRKCD,CCR1,IL1B,VAV1,MACIR,H2BC12
GO: Biological Process	GO:0045936	negative regulation of phosphate metabolic process	 	2.630E-6	9.480E-3	1.616E-3	1.417E-2	16	564	NPPA,CEBPA,PYDC1,KIRREL2,TRIM27,BDKRB2,NR2F2,PPP4R4,TWIST1,MET,RASIP1,TRIB3,PKIA,PRKCD,IL1B,PID1
GO: Biological Process	GO:0010563	negative regulation of phosphorus metabolic process	 	2.690E-6	9.698E-3	1.616E-3	1.417E-2	16	565	NPPA,CEBPA,PYDC1,KIRREL2,TRIM27,BDKRB2,NR2F2,PPP4R4,TWIST1,MET,RASIP1,TRIB3,PKIA,PRKCD,IL1B,PID1
GO: Biological Process	GO:0006936	muscle contraction	 	3.474E-6	1.252E-2	1.789E-3	1.568E-2	13	382	NPPA,NPY1R,DSP,CAMK2D,RCSD1,PTGER3,PTGER4,TCAP,BDKRB2,MET,TNNI3,TNNT1,ATP2B4
GO: Biological Process	GO:0003012	muscle system process	 	1.199E-5	4.324E-2	5.405E-3	4.739E-2	14	495	NPPA,NPY1R,DSP,CAMK2D,RCSD1,PTGER3,PTGER4,TCAP,BDKRB2,MET,IL1B,TNNI3,TNNT1,ATP2B4
GO: Biological Process	GO:0006469	negative regulation of protein kinase activity	 	1.908E-5	6.880E-2	5.901E-3	5.173E-2	10	263	NPPA,CEBPA,PYDC1,TRIM27,NR2F2,RASIP1,TRIB3,PKIA,PRKCD,IL1B
GO: Biological Process	GO:0051241	negative regulation of multicellular organismal process	 	2.005E-5	7.230E-2	5.901E-3	5.173E-2	22	1151	NPPA,DHX58,PYDC1,MESP1,TRIM27,PTGER3,PTGER4,F12,NR2F2,TWIST1,MET,ARHGDIB,ISG15,ASCL2,ZNF706,PRKCD,CCR1,GPNMB,IL1B,TNNT1,ATP2B4,MACIR
GO: Biological Process	GO:0051051	negative regulation of transport	 	2.120E-5	7.644E-2	5.901E-3	5.173E-2	14	521	GABRE,HTR1A,NPY1R,NECAB2,CAMK2D,TRIM27,PTGER3,PTGER4,TWIST1,PKIA,IL1B,PEA15,PID1,EPHA3
GO: Biological Process	GO:0051707	response to other organism	 	2.432E-5	8.767E-2	5.901E-3	5.173E-2	26	1528	PRSS2,KLK7,DHX58,CAMK2D,STYK1,PTGES,CASP1,PYDC1,TRIM27,PTGER3,PTGER4,SLA,F12,CFD,OPTN,CD8A,CCL28,ISG15,C1R,C1S,PRKCD,MAPK1,IL1B,VAV1,H2BC12,ALPL
GO: Biological Process	GO:0043207	response to external biotic stimulus	 	2.487E-5	8.967E-2	5.901E-3	5.173E-2	26	1530	PRSS2,KLK7,DHX58,CAMK2D,STYK1,PTGES,CASP1,PYDC1,TRIM27,PTGER3,PTGER4,SLA,F12,CFD,OPTN,CD8A,CCL28,ISG15,C1R,C1S,PRKCD,MAPK1,IL1B,VAV1,H2BC12,ALPL
GO: Biological Process	GO:0055074	calcium ion homeostasis	 	2.561E-5	9.232E-2	5.901E-3	5.173E-2	14	530	NPY1R,HTR2C,CAMK2D,GRM1,PTGER3,TRIM24,PTGER4,BDKRB2,CCL28,P2RY6,CCR1,IL1B,TNNI3,ATP2B4
GO: Biological Process	GO:0006468	protein phosphorylation	 	2.738E-5	9.872E-2	5.901E-3	5.173E-2	28	1729	NHLRC1,NPPA,CEBPA,CAMK2D,STYK1,PYDC1,KIRREL2,GRM1,TRIM27,PTGER3,TRIM24,PTGER4,BDKRB2,NR2F2,TWIST1,MET,RASIP1,TRIB3,PKIA,PRKCD,GPNMB,MAPK1,IL1B,PEA15,ATP2B4,PID1,EPHA3,EPHA5
GO: Biological Process	GO:0051480	regulation of cytosolic calcium ion concentration	 	2.798E-5	1.009E-1	5.901E-3	5.173E-2	12	398	NPY1R,HTR2C,CAMK2D,GRM1,PTGER3,PTGER4,BDKRB2,CCL28,P2RY6,CCR1,IL1B,ATP2B4
GO: Biological Process	GO:0019220	regulation of phosphate metabolic process	 	2.916E-5	1.051E-1	5.901E-3	5.173E-2	28	1735	NHLRC1,NPPA,CEBPA,HTR2C,PYDC1,KIRREL2,GRM1,TRIM27,PTGER3,PTGER4,BDKRB2,NR2F2,PPP4R4,TWIST1,MET,RASIP1,TRIB3,P2RY6,PKIA,PRKCD,GPNMB,MAPK1,IL1B,PEA15,ATP2B4,PID1,EPHA3,EPHA5
GO: Biological Process	GO:0051174	regulation of phosphorus metabolic process	 	2.946E-5	1.062E-1	5.901E-3	5.173E-2	28	1736	NHLRC1,NPPA,CEBPA,HTR2C,PYDC1,KIRREL2,GRM1,TRIM27,PTGER3,PTGER4,BDKRB2,NR2F2,PPP4R4,TWIST1,MET,RASIP1,TRIB3,P2RY6,PKIA,PRKCD,GPNMB,MAPK1,IL1B,PEA15,ATP2B4,PID1,EPHA3,EPHA5
GO: Biological Process	GO:0009607	response to biotic stimulus	 	3.744E-5	1.350E-1	7.024E-3	6.159E-2	26	1567	PRSS2,KLK7,DHX58,CAMK2D,STYK1,PTGES,CASP1,PYDC1,TRIM27,PTGER3,PTGER4,SLA,F12,CFD,OPTN,CD8A,CCL28,ISG15,C1R,C1S,PRKCD,MAPK1,IL1B,VAV1,H2BC12,ALPL
GO: Biological Process	GO:0033673	negative regulation of kinase activity	 	4.017E-5	1.448E-1	7.024E-3	6.159E-2	10	287	NPPA,CEBPA,PYDC1,TRIM27,NR2F2,RASIP1,TRIB3,PKIA,PRKCD,IL1B
GO: Biological Process	GO:0031620	regulation of fever generation	 	4.092E-5	1.475E-1	7.024E-3	6.159E-2	3	10	PTGES,PTGER3,IL1B
GO: Biological Process	GO:0007204	positive regulation of cytosolic calcium ion concentration	 	4.663E-5	1.681E-1	7.331E-3	6.428E-2	11	354	HTR2C,CAMK2D,GRM1,PTGER3,PTGER4,BDKRB2,CCL28,P2RY6,CCR1,IL1B,ATP2B4
GO: Biological Process	GO:0030278	regulation of ossification	 	4.917E-5	1.773E-1	7.331E-3	6.428E-2	7	134	PTGER4,TWIST1,NELL1,MGP,ISG15,CCR1,MAPK1
GO: Biological Process	GO:0043269	regulation of ion transport	 	5.000E-5	1.802E-1	7.331E-3	6.428E-2	25	1499	GABRE,NPPA,HTR1A,HTR2C,CAMK2D,PTGES,TRIM27,PTGER3,PTGER4,TWIST1,MET,KCNA4,TRIB3,P2RY6,KCNG1,PKIA,PRKCD,CCR1,MAPK1,IL1B,PEA15,ATP2B4,PID1,MYB,EPHA5
