ENSG00000260633	AC010207.1
ENSG00000254547	AC036111.1
ENSG00000171714	ANO5
ENSG00000254916	AP004607.4
ENSG00000233930	KRTAP5-AS1
ENSG00000226416	MRPL23-AS1
ENSG00000254919	AC090692.1
ENSG00000254427	AC103736.1
ENSG00000261098	AP000766.1
ENSG00000255135	AP002360.1
ENSG00000269235	ZNF350-AS1
ENSG00000241015	TPM3P9
ENSG00000269473	AC012313.8
ENSG00000213290	PGK1P2
ENSG00000169515	CCDC8
ENSG00000180884	ZNF792
ENSG00000135862	LAMC1
ENSG00000267260	AC020928.2
ENSG00000268673	AC004597.1
ENSG00000267594	CYP4F24P
ENSG00000233927	RPS28
ENSG00000267289	AC008752.2
ENSG00000080573	COL5A3
ENSG00000254473	AL354920.1
ENSG00000242551	POU5F1P6
ENSG00000261159	AC112484.3
ENSG00000231305	AC112484.1
ENSG00000270773	AC137695.2
ENSG00000241231	AC022294.1
ENSG00000244119	PDCL3P4
ENSG00000272989	LINC02012
ENSG00000157150	TIMP4
ENSG00000251661	AC136475.1
ENSG00000270972	AC136475.9
ENSG00000069696	DRD4
ENSG00000255284	AP006621.3
ENSG00000261758	AC117382.2
ENSG00000273486	AC096992.2
ENSG00000239959	ENPP7P2
ENSG00000242516	LINC00960
ENSG00000233175	AC008105.1
ENSG00000264070	DND1P1
ENSG00000263503	MAPK8IP1P2
ENSG00000214401	KANSL1-AS1
ENSG00000262500	MAPK8IP1P1
ENSG00000262539	AC005829.2
ENSG00000261575	AC005829.1
ENSG00000260075	NSFP1
ENSG00000260398	AC068700.1
ENSG00000254352	AC100854.1
ENSG00000197417	SHPK
ENSG00000037042	TUBG2
ENSG00000261033	AC005730.2
ENSG00000248278	SUMO2P17
ENSG00000267466	AC021683.1
ENSG00000246375	AC107067.1
ENSG00000266718	AC079336.5
ENSG00000109047	RCVRN
ENSG00000170222	ADPRM
ENSG00000112599	GUCA1B
ENSG00000124713	GNMT
ENSG00000235381	AL596202.1
ENSG00000271040	AL390955.2
ENSG00000272047	GTF2H5
ENSG00000235994	HGC6.3
ENSG00000226445	BX322234.1
ENSG00000230960	AL109910.1
ENSG00000137364	TPMT
ENSG00000220563	PKMP3
ENSG00000189241	TSPYL1
ENSG00000203908	KHDC3L
ENSG00000232876	AL353596.1
ENSG00000270964	AC016355.1
ENSG00000164251	F2RL1
ENSG00000248275	TRIM52-AS1
ENSG00000249926	AC117500.1
ENSG00000135517	MIP
ENSG00000273344	PAXIP1-AS1
ENSG00000218672	AC008060.1
ENSG00000260426	AC008060.4
ENSG00000233878	AC073133.2
ENSG00000250490	LINC02145
ENSG00000250060	AC122710.1
ENSG00000250786	SNHG18
ENSG00000271980	AC012640.4
ENSG00000180535	BHLHA15
ENSG00000272950	AC093799.1
ENSG00000164296	TIGD6
ENSG00000254333	NDST1-AS1
ENSG00000271795	AC011337.1
ENSG00000260581	AC011374.1
ENSG00000253333	AC146944.3
ENSG00000273297	AC009275.1
ENSG00000270021	AC026691.1
ENSG00000253404	AC034243.1
ENSG00000253686	LINC01484
ENSG00000248469	AC139491.1
ENSG00000249664	AC027338.1
ENSG00000257431	AC089998.1
ENSG00000270028	AC079315.1
ENSG00000255621	AC023790.2
ENSG00000228421	AC005013.1
ENSG00000223813	AC007255.1
ENSG00000225264	ZNRF2P2
ENSG00000244480	AC005154.3
ENSG00000241764	AC002467.1
ENSG00000272130	AC091946.2
ENSG00000257139	AC084032.1
ENSG00000236333	TRHDE-AS1
ENSG00000273240	AC013468.1
ENSG00000269514	AC024257.3
ENSG00000182722	SEPHS1P1
ENSG00000213640	EEF1DP4
ENSG00000213462	ERV3-1
ENSG00000272908	AC006033.2
ENSG00000261019	AC010132.4
ENSG00000273270	AC090114.2
ENSG00000243302	AC018638.4
ENSG00000243679	AC018638.5
ENSG00000273027	AL844908.2
ENSG00000223768	LINC00205
ENSG00000270605	AL353622.1
ENSG00000231663	AL355472.1
ENSG00000231768	LINC01354
ENSG00000238287	AL603839.3
ENSG00000272145	NFYC-AS1
ENSG00000226191	CLK3P2
ENSG00000224521	AC098483.1
ENSG00000053372	MRTO4
ENSG00000169914	OTUD3
ENSG00000227066	Z98257.1
ENSG00000158825	CDA
ENSG00000177406	AC021054.1
ENSG00000235049	LINC00940
ENSG00000268686	AC010643.1
ENSG00000232112	TMA7
ENSG00000244515	KRT18P34
ENSG00000272247	AC080013.5
ENSG00000213077	
ENSG00000262681	AC005722.2
ENSG00000272501	AL662844.4
ENSG00000272221	AL645933.2
ENSG00000152931	PART1
ENSG00000257681	AC025265.1
ENSG00000247903	AC024896.1
ENSG00000256625	AC092747.2
ENSG00000271344	AC018638.6
ENSG00000261349	AL031432.2
ENSG00000224183	SDHDP6
ENSG00000231613	AC099568.1
ENSG00000272823	AL445423.1
ENSG00000225265	TAF1A-AS1
ENSG00000272750	AL592148.3
ENSG00000243709	LEFTY1
ENSG00000224635	AL391095.1
ENSG00000214076	CPSF1P1
ENSG00000261819	AC138932.3
ENSG00000263335	AF001548.2
ENSG00000227827	AC138969.2
ENSG00000261195	AC027130.1
ENSG00000253797	UTP14C
ENSG00000271830	AC012213.4
ENSG00000136982	DSCC1
ENSG00000259959	AC107068.1
ENSG00000272983	AL117339.4
ENSG00000215146	BX322639.1
ENSG00000230555	AL450326.1
ENSG00000230869	AGAP10P
ENSG00000233690	EBAG9P1
ENSG00000272572	AL138762.1
ENSG00000249839	AC011330.1
ENSG00000119632	IFI27L2
ENSG00000127578	WFIKKN1
ENSG00000254854	AP003390.1
ENSG00000241170	AP001992.1
ENSG00000268297	CLEC4GP1
ENSG00000268555	AC123912.4
ENSG00000183688	RFLNB
ENSG00000271324	AC112220.3
ENSG00000267128	RNF157-AS1
ENSG00000184619	KRBA2
ENSG00000124767	GLO1
ENSG00000260000	AL133338.1
ENSG00000237190	CDKN2AIPNL
ENSG00000188573	FBLL1
ENSG00000245556	SCAMP1-AS1
ENSG00000251450	RASGRF2-AS1
ENSG00000255837	TAS2R20
ENSG00000212124	TAS2R19
ENSG00000225792	AC004540.2
ENSG00000231106	LINC01436
ENSG00000159231	CBR3
ENSG00000180875	GREM2
ENSG00000225554	AL359764.1
ENSG00000116771	AGMAT
ENSG00000272342	LINC01115
ENSG00000271947	AC017076.1
ENSG00000230319	AL022476.1
ENSG00000272733	AP000345.2
ENSG00000099994	SUSD2
ENSG00000225756	DBH-AS1
ENSG00000261061	AC092718.4
ENSG00000261502	AC040174.1
ENSG00000139780	METTL21C
ENSG00000175895	PLEKHF2
ENSG00000253288	AC046195.1
ENSG00000167656	LY6D
ENSG00000247317	LY6E-DT
ENSG00000251185	AC025244.1
ENSG00000228314	CYP4F29P
ENSG00000236814	AC046176.1
ENSG00000254139	AC104051.2
ENSG00000250131	AC078881.1
ENSG00000248197	LINC00290
ENSG00000273133	AC116651.1
ENSG00000253671	AC027117.1
ENSG00000237949	LINC00844
ENSG00000224215	AL606469.1
ENSG00000235100	AL157400.3
ENSG00000273203	AC006946.2
ENSG00000271275	AC007326.1
ENSG00000273311	DGCR11
ENSG00000185065	AC000068.1
ENSG00000260361	AC106028.3
ENSG00000261794	GOLGA8H
ENSG00000259917	HNRNPLP2
ENSG00000261543	AC010931.3
ENSG00000260685	AC027104.1
ENSG00000269883	AC007375.3
ENSG00000100580	TMED8
ENSG00000269940	AL049840.3
ENSG00000272551	AC017048.3
ENSG00000075886	TUBA3D
ENSG00000229203	AC103564.1
ENSG00000152128	TMEM163
ENSG00000225439	BOLA3-AS1
ENSG00000250892	AC108475.1
ENSG00000187686	KRT18P59
ENSG00000270179	AP002840.2
ENSG00000170209	ANKK1
ENSG00000260196	AC124798.1
ENSG00000262874	C19orf84
ENSG00000248925	AC021087.1
ENSG00000272347	AC116351.2
ENSG00000267100	ILF3-AS1
ENSG00000125741	OPA3
ENSG00000233121	VN1R20P
ENSG00000224728	IMPDH1P8
ENSG00000250012	AC079848.1
ENSG00000239219	AC008040.1
ENSG00000081148	IMPG2
ENSG00000233058	LINC00884
ENSG00000267681	AC135721.1
ENSG00000265683	SYPL1P2
ENSG00000267452	LINC02073
ENSG00000240859	AC093627.4
ENSG00000205710	C17orf107
ENSG00000230939	
ENSG00000272097	AL024498.1
ENSG00000260645	AL359715.2
ENSG00000236104	ZBTB22
ENSG00000218016	ZNF192P2
ENSG00000233176	OR7E157P
ENSG00000255853	AC006065.1
ENSG00000256310	NDUFA5P6
ENSG00000261305	AC005586.2
ENSG00000248150	LINC02150
ENSG00000244239	AC007009.1
ENSG00000106153	CHCHD2
ENSG00000229358	DPY19L1P1
ENSG00000214243	AC004980.2
ENSG00000235772	AP001625.2
ENSG00000260464	AL049796.1
ENSG00000162913	OBSCN-AS1
ENSG00000183682	BMP8A
ENSG00000198754	OXCT2
ENSG00000259943	AL050341.2
ENSG00000183831	ANKRD45
ENSG00000235021	AL591848.2
ENSG00000259865	AL390728.6
ENSG00000143631	FLG
ENSG00000272420	AL513477.2
ENSG00000130701	RBBP8NL
ENSG00000205181	LINC00654
ENSG00000237862	Z94160.1
ENSG00000101421	CHMP4B
ENSG00000188636	RTL6
ENSG00000261188	Z95115.1
ENSG00000223704	LINC01422
ENSG00000230051	AL020994.2
ENSG00000143067	ZNF697
ENSG00000231429	AC244021.2
ENSG00000134996	OSTF1
ENSG00000228544	CCDC183-AS1
ENSG00000237419	AL954642.1
ENSG00000205143	ARID3C
ENSG00000227388	AL133410.1
ENSG00000119411	BSPRY
ENSG00000119401	TRIM32
ENSG00000233569	AL161630.1
ENSG00000232063	AL691447.2
ENSG00000095380	NANS
ENSG00000261090	AC127459.2
ENSG00000236255	AC009404.1
ENSG00000182376	AC138028.1
ENSG00000261560	AC007216.3
ENSG00000099769	IGFALS
ENSG00000229246	LINC00377
ENSG00000267868	AL356740.1
ENSG00000235280	MCF2L-AS1
ENSG00000083635	NUFIP1
ENSG00000255200	PGAM1P8
ENSG00000214659	KRT8P26
ENSG00000213608	SLC25A14P1
ENSG00000270673	YTHDF3-AS1
ENSG00000272620	AFAP1-AS1
ENSG00000261451	AC104964.3
ENSG00000272505	AC104964.4
ENSG00000255020	AF131216.3
ENSG00000249889	ALG1L11P
ENSG00000270154	AC130352.1
ENSG00000164695	CHMP4C
ENSG00000248971	KRT8P46
ENSG00000230069	LRRC37A15P
ENSG00000229672	AL450322.2
ENSG00000245149	RNF139-AS1
ENSG00000248184	LINC02283
ENSG00000250125	LINC02232
ENSG00000109163	GNRHR
ENSG00000196166	C8orf86
ENSG00000260244	AC104083.1
ENSG00000121895	TMEM156
ENSG00000224097	AC021148.1
ENSG00000228451	SDAD1P1
ENSG00000224222	AC024601.1
ENSG00000229081	LINC01165
ENSG00000232903	LINC01166
ENSG00000272447	AL135925.1
ENSG00000259994	AL353796.1
ENSG00000226578	AL132657.1
ENSG00000119986	AVPI1
ENSG00000263958	AC091138.1
ENSG00000180011	ZADH2
ENSG00000267287	AC068473.3
ENSG00000259407	AC021739.2
ENSG00000259416	AC021739.3
ENSG00000094796	KRT31
ENSG00000258408	NT5CP2
ENSG00000205669	ACOT6
ENSG00000230910	AL391807.1
ENSG00000258789	AL162171.1
ENSG00000259969	AL049838.1
ENSG00000181619	GPR135
ENSG00000187957	DNER
ENSG00000204128	C2orf72
ENSG00000204588	LINC01123
ENSG00000175772	LINC01106
ENSG00000270039	AC025165.5
ENSG00000153574	RPIA
ENSG00000260077	AC104794.2
ENSG00000226080	AC062028.2
ENSG00000087338	GMCL1
ENSG00000273456	AC064836.3
ENSG00000245008	AP001122.1
ENSG00000251226	AP001999.1
ENSG00000246100	LINC00900
ENSG00000261340	LINC01616
ENSG00000255162	AP004833.2
ENSG00000214376	VSTM5
ENSG00000225506	CYP4A22-AS1
ENSG00000170290	SLN
ENSG00000178301	AQP11
ENSG00000243234	AC010326.1
ENSG00000267309	AC092295.2
ENSG00000086967	MYBPC2
ENSG00000267058	AC006213.2
ENSG00000268535	MTDHP4
ENSG00000269837	IPO5P1
ENSG00000267980	AC007292.1
ENSG00000226237	GAS1RR
ENSG00000123975	CKS2
ENSG00000231107	LINC01508
ENSG00000165030	NFIL3
ENSG00000114166	KAT2B
ENSG00000214381	LINC00488
ENSG00000260261	AC124944.3
ENSG00000161328	LRRC56
ENSG00000229320	KRT8P12
ENSG00000241622	RARRES2P1
ENSG00000225764	P3H2-AS1
ENSG00000267198	AC091132.5
ENSG00000264364	DYNLL2
ENSG00000263063	AC024361.2
ENSG00000205212	CCDC144NL
ENSG00000247775	SNCA-AS1
ENSG00000272777	AC019131.2
ENSG00000265489	AC005358.2
ENSG00000048544	MRPS10
ENSG00000213078	AL390955.1
ENSG00000170915	PAQR8
ENSG00000216775	AL109918.1
ENSG00000231690	LINC00574
ENSG00000273100	AL596442.2
ENSG00000261003	AL008628.1
ENSG00000146278	PNRC1
ENSG00000270638	AL023806.1
ENSG00000111962	UST
ENSG00000234882	EIF3EP1
ENSG00000271755	AL031118.1
ENSG00000223548	AC034228.1
ENSG00000271871	AC005740.4
ENSG00000161055	SCGB3A1
ENSG00000168903	BTNL3
ENSG00000175749	EIF3KP1
ENSG00000152669	CCNO
ENSG00000227908	AC016596.1
ENSG00000255642	PABPC1P4
ENSG00000183876	ARSI
ENSG00000258072	AC126177.7
ENSG00000258144	LINC02406
ENSG00000185056	C5orf47
ENSG00000256092	AC137767.1
ENSG00000250091	DNAH10OS
ENSG00000170523	KRT83
ENSG00000261324	AC010168.2
ENSG00000233974	AC138951.1
ENSG00000224280	AC005014.1
ENSG00000257613	LINC01481
ENSG00000227053	AC105446.1
ENSG00000089220	PEBP1
ENSG00000253559	OSGEPL1-AS1
ENSG00000213938	SEPHS1P6
ENSG00000239617	AC073610.1
ENSG00000225451	AC092634.2
ENSG00000227986	TRIM60P18
ENSG00000189316	AC073349.1
ENSG00000270948	MTDHP1
ENSG00000272686	AC006333.2
ENSG00000184385	UMODL1-AS1
ENSG00000121691	CAT
ENSG00000260583	AP000223.1
ENSG00000232692	AP001596.1
ENSG00000248485	PCP4L1
ENSG00000135744	AGT
ENSG00000224939	LINC00184
ENSG00000227141	AL160286.1
ENSG00000143340	FAM163A
ENSG00000177551	NHLH2
ENSG00000229255	AC138089.1
ENSG00000158748	HTR6
ENSG00000117242	PINK1-AS
ENSG00000272030	AL162258.2
ENSG00000226913	BSN-AS2
ENSG00000243926	TIPARP-AS1
ENSG00000271778	AC080013.3
ENSG00000227879	PSPC1P1
ENSG00000237636	ANKRD26P3
ENSG00000236834	LINC00421
ENSG00000165474	GJB2
ENSG00000262619	LINC00621
ENSG00000228741	AL445985.1
ENSG00000257999	AC016257.1
ENSG00000235314	LINC00957
ENSG00000184454	NCMAP
ENSG00000242252	BGLAP
ENSG00000171517	LPAR3
ENSG00000162817	C1orf115
ENSG00000258768	AL356019.2
ENSG00000258441	LINC00641
ENSG00000234156	AL162254.1
ENSG00000178343	SHISA3
ENSG00000246448	
ENSG00000165733	BMS1
ENSG00000075643	MOCOS
ENSG00000259683	AC243562.2
ENSG00000104140	RHOV
ENSG00000258940	AL132639.2
ENSG00000251491	OR7E28P
ENSG00000226942	IL9RP3
ENSG00000271751	AP003392.5
ENSG00000268081	AC123912.1
ENSG00000177370	TIMM22
ENSG00000271643	AC112220.4
ENSG00000272970	AC107294.2
ENSG00000198729	PPP1R14C
ENSG00000263878	DLGAP1-AS4
ENSG00000215156	AC138409.1
ENSG00000226816	AC005082.1
ENSG00000233297	RASA4DP
ENSG00000273448	AC006480.2
ENSG00000163866	SMIM12
ENSG00000152382	TADA1
ENSG00000224837	GCSHP5
ENSG00000162444	RBP7
ENSG00000237720	AC011995.2
ENSG00000261168	AL592424.1
ENSG00000240563	L1TD1
ENSG00000124098	FAM210B
ENSG00000270001	AL121894.2
ENSG00000226450	CYP2D8P
ENSG00000138944	SHISAL1
ENSG00000240972	MIF
ENSG00000099974	DDTL
ENSG00000271303	SRXN1
ENSG00000223750	SIRPB3P
ENSG00000234282	AL109809.2
ENSG00000271461	AL109809.4
ENSG00000253250	C8orf88
ENSG00000230965	SNX18P13
ENSG00000203616	RHOT1P2
ENSG00000237807	AC022034.2
ENSG00000248632	AC106872.5
ENSG00000137441	FGFBP2
ENSG00000047662	FAM184B
ENSG00000172399	MYOZ2
ENSG00000230445	LRRC37A6P
ENSG00000107854	TNKS2
ENSG00000259845	HERC2P10
ENSG00000259319	AF111167.2
ENSG00000271870	AC024060.1
ENSG00000226363	HAGLROS
ENSG00000251188	AC079140.3
ENSG00000272885	AC092574.1
ENSG00000227189	AC092535.1
ENSG00000250986	AC141928.1
ENSG00000231908	IDH1-AS1
ENSG00000254454	RCC2P6
ENSG00000168569	TMEM223
ENSG00000255471	AP001528.2
ENSG00000142549	IGLON5
ENSG00000249201	AC114291.1
ENSG00000271119	AC026412.3
ENSG00000268379	AC025588.1
ENSG00000129355	CDKN2D
ENSG00000179855	GIPC3
ENSG00000267422	AC016582.2
ENSG00000127220	ABHD8
ENSG00000170876	TMEM43
ENSG00000271976	AC012467.2
ENSG00000241416	KRT8P13
